Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
509,National Informatics Centre,4.1, Central ,IT Services & Consulting , 47 years old , New Delhi +57 more, 5k-10k Employees ,437 Reviews
510,Orient Cement,4.4, Public ,Building Material , 44 years old , Hyderabad/Secunderabad +53 more, 1k-5k Employees ,436 Reviews
511,Goodyear,4, Public ,Auto Components , 125 years old , Akron +45 more, 1k-5k Employees ,436 Reviews
512,Amazon Web Services,4, Public ,Software Product , 17 years old , Seattle +37 more, 10k-50k Employees ,434 Reviews
513,Hi Tech Gears,3.9, Public ,Auto Components , 37 years old , Gurgaon/Gurugram +33 more, 501-1k Employees ,432 Reviews
514,Neuland Laboratories,4.2, Public ,Pharma , 39 years old , Hyderabad/Secunderabad +5 more, 1k-5k Employees ,431 Reviews
515,Apar Industries,4.1, Public ,Electrical Equipment , 65 years old , Vadodara/Baroda +43 more, 1k-5k Employees ,431 Reviews
516,Genesys International Corporation,3.8, Public ,IT Services & Consulting , 28 years old , Mumbai +11 more, 1k-5k Employees ,430 Reviews
517,McNally Bharat Engineering,4.3, Public ,Engineering & Construction , 62 years old , Kolkata +44 more, 1k-5k Employees ,430 Reviews
518,Samunnati Financial Intermediation and Services,4.5, Startup ,Financial Services , 9 years old , Chennai +48 more, 501-1k Employees ,429 Reviews
519,HBL Power Systems,3.8, Public ,Electrical Equipment , 46 years old , Hyderabad/Secunderabad +40 more, 1k-5k Employees ,428 Reviews
520,DP World,3.9, Public ,Logistics , 18 years old , Dubai +44 more, 1k-5k Employees ,428 Reviews
521,Cigniti Technologies,3.8, Public ,IT Services & Consulting , 25 years old , Irving +5 more, 1k-5k Employees ,426 Reviews
522,Vadilal Industries,4.1, Public ,FMCG , 116 years old , Ahmedabad +62 more, 501-1k Employees ,424 Reviews
523,Central Reserve Police Force,4.6, Central ,Government , 84 years old , Delhi/NCR +69 more, 1 Lakh+ Employees ,422 Reviews
524,Action Construction Equipment,3.8, Public ,Engineering & Construction , 28 years old , Delhi/NCR +38 more, 1k-5k Employees ,422 Reviews
525,Embibe,3.3, Startup ,EdTech , 11 years old , Bangalore +13 more, 1k-5k Employees ,421 Reviews
526,Greenply,3.9, Public ,Furniture & Furnishing , 39 years old , Gurgaon/Gurugram +62 more, 1k-5k Employees ,421 Reviews
527,Rungta Mines,4, Public ,Metals & Mining , 61 years old , Singhbum +14 more, 1k-5k Employees ,421 Reviews
528,Recpdcl.ltd,4, Central ,Facility Management Services , 16 years old , Noida +62 more, 1k-5k Employees ,420 Reviews
529,Housing.com,3.9, Startup ,Internet , 11 years old , Gurgaon +28 more, 1k-5k Employees ,419 Reviews
530,Maveric Systems,3.8, Public ,IT Services & Consulting , 23 years old , Chennai +7 more, 1k-5k Employees ,419 Reviews
531,3M,4.2, Public ,FMCG , 36 years old , Saint Paul +35 more, 1k-5k Employees ,418 Reviews
532,Surya Roshni,4.2, Public ,Real Estate , 50 years old , Delhi/NCR +54 more, 1k-5k Employees ,417 Reviews
533,TTK Prestige,4, Public ,Consumer Electronics & Appliances , 68 years old , Bangalore/Bengaluru +60 more, 501-1k Employees ,415 Reviews
534,V-Trans,4.1, Public ,Logistics , 65 years old , Mumbai +62 more, 1k-5k Employees ,414 Reviews
535,TVS Electronics,3.8, Public ,Consumer Electronics & Appliances , 37 years old , Chennai +54 more, 501-1k Employees ,414 Reviews
536,Carborundum Universal,3.9, Public ,Metals & Mining , 69 years old , Chennai +28 more, 1k-5k Employees ,413 Reviews
537,Triveni Engineering & Industries,4.1, Public ,Food Processing , 91 years old , Mysore/Mysuru +42 more, 1k-5k Employees ,413 Reviews
538,Greenlam Industries,4.2, Public ,Building Material , 10 years old , Delhi/NCR +55 more, 1k-5k Employees ,412 Reviews
539,RITES,4, Central ,BPO , 49 years old , Gurgaon/Gurugram +50 more, 1k-5k Employees ,412 Reviews
540,IL&FS Engineering and Construction,4.4, Public ,Engineering & Construction , 35 years old , Hyderabad/Secunderabad +45 more, 1k-5k Employees ,412 Reviews
541,Medley Pharmaceuticals,4.1, Public ,Pharma , 54 years old , Mumbai +56 more, 1k-5k Employees ,411 Reviews
542,Ministry of Defence,4.4, Central ,Defence & Aerospace , 76 years old , Delhi/NCR +58 more, 10k-50k Employees ,410 Reviews
543,Lear Corporation,4.1, Public ,Auto Components , 106 years old , Southfield +14 more, 1k-5k Employees ,408 Reviews
544,Levi Strauss & Co.,4.4, Public ,Retail , 170 years old , San Francisco +67 more, 201-500 Employees ,408 Reviews
545,Ziqitza Health Care,4.2, Public ,Healthcare , 18 years old , Mumbai +45 more, 5k-10k Employees ,405 Reviews
546,Tracxn,3.3, Startup ,IT Services & Consulting , 10 years old , Bangalore +6 more, 501-1k Employees ,405 Reviews
547,Coal India,4, Public ,Metals & Mining , 48 years old , Kolkata +45 more, 1 Lakh+ Employees ,405 Reviews
548,TCI Express,3.9, Public ,Logistics , 27 years old , Gurugram  +64 more, 1k-5k Employees ,405 Reviews
549,HLL Lifecare,3.7, Central ,Healthcare , 57 years old , Trivandrum/Thiruvananthapuram +88 more, 1k-5k Employees ,404 Reviews
550,Patel Engineering,4, Public ,Engineering & Construction , 74 years old , Mumbai +46 more, 1k-5k Employees ,401 Reviews
551,Adidas,4, Public ,Fashion & Textile , 74 years old , Herzogenaurach +47 more, 1k-5k Employees ,401 Reviews
552,Jai Balaji Group,3.6, Public ,Iron & Steel , 24 years old , Kolkata +21 more, 10k-50k Employees ,400 Reviews
553,Ind-Swift Laboratories,3.8, Public ,Pharma , 28 years old , Chandigarh +24 more, 1k-5k Employees ,399 Reviews
554,JK Tech,3.7, Public ,IT Services & Consulting , 29 years old , Noida +17 more, 501-1k Employees ,399 Reviews
555,Stock Holding Corporation of India,3.7, Public ,Financial Services , 37 years old , Mumbai +89 more, 201-500 Employees ,397 Reviews
556,Eicher Motors,4.3, Public ,Automobile , 41 years old , Gurgaon +75 more, 10k-50k Employees ,396 Reviews
557,Spoton Logistics,4.5, Startup ,Logistics , 11 years old , Bangalore +70 more, 1k-5k Employees ,395 Reviews
558,Nomura Holdings,4, Public ,Investment Banking / Venture Capital / Private Equity , 14 years old , Mumbai +7 more, 1k-5k Employees ,395 Reviews
559,Genus Power Infrastructures,4, Public ,Consumer Electronics & Appliances , 31 years old , Jaipur +36 more, 1k-5k Employees ,394 Reviews
560,Schoolnet India,3.9, Public ,EdTech , 26 years old , Noida +86 more, 51-200 Employees ,394 Reviews
561,Allied Digital Services,3.4, Public ,IT Services & Consulting , 28 years old , Mumbai +32 more, 1k-5k Employees ,393 Reviews
562,Zee Entertainment Enterprises,3.8, Public ,Media & Entertainment , 31 years old , Mumbai +27 more, 1k-5k Employees ,393 Reviews
563,Sintex-bapl,3.7, Public ,Petrochemicals , 16 years old , Pune +43 more, 501-1k Employees ,392 Reviews
564,Paras Dairy,3.6, Public ,FMCG , 36 years old , Delhi/NCR +45 more, 501-1k Employees ,391 Reviews
565,Lohia Group,3.8, Public ,Industrial Machinery , 47 years old , Kanpur +16 more, 1k-5k Employees ,391 Reviews
566,NecLife,3.7, Public ,Pharma , 28 years old , Chandigarh +15 more, 1k-5k Employees ,390 Reviews
567,Clarivate,3.8, Public ,Analytics & KPO , 7 years old , Philadelphia +10 more, 1k-5k Employees ,390 Reviews
568,Nucleus Software Exports,3.8, Public ,Software Product , 37 years old , Noida +9 more, 1k-5k Employees ,389 Reviews
569,EaseMyTrip.com,4.2, Public ,Internet , 15 years old , Delhi +7 more, 201-500 Employees ,389 Reviews
570,Transport Corporation Of India,3.8, Public ,Logistics , 65 years old , Gurgaon +67 more, 1k-5k Employees ,387 Reviews
571,Emami Agrotech,3.9, Public ,Food Processing , 21 years old , Kolkata +41 more, 1k-5k Employees ,387 Reviews
572,Fiem Industries,3.8, Public ,Auto Components , 34 years old , New Delhi +17 more, 501-1k Employees ,385 Reviews
573,Amtek Auto,3.8, Public ,Auto Components , 38 years old , Delhi/NCR +30 more, 1k-5k Employees ,385 Reviews
574,Vasudha Pharma Chem,3.9, Public ,Pharma , 28 years old , Hyderabad/Secunderabad +6 more, 1k-5k Employees ,384 Reviews
575,Moser Baer,3.9, Public ,Consumer Electronics & Appliances , 40 years old , Delhi/NCR +12 more, 1k-5k Employees ,383 Reviews
576,Finastra,3.9, Startup ,IT Services & Consulting , 6 years old , Paddington +12 more, 1k-5k Employees ,381 Reviews
577,LIC Housing Finance,4, Public ,NBFC , 34 years old , Mumbai +96 more, 1k-5k Employees ,380 Reviews
578,Sona Comstar,4.2, Public ,Auto Components , 28 years old , Gurgaon +8 more, 1k-5k Employees ,380 Reviews
579,Agrostar,4, Startup ,Internet , 10 years old , Pune +26 more, 1k-5k Employees ,379 Reviews
580,Sayaji Hotels,4.4, Public ,Hospitality , 36 years old , Indore +25 more, 1k-5k Employees ,378 Reviews
581,PTC,4.3, Public ,Software Product , 38 years old , Boston +33 more, 1k-5k Employees ,377 Reviews
582,Veritas,4.2, Public ,Financial Services , 34 years old , Santa Clara +19 more, 1k-5k Employees ,376 Reviews
583,Ess Kay Fincorp,4, Public ,NBFC , 29 years old , Jaipur +105 more, 5k-10k Employees ,376 Reviews
584,Veritas,4.2, Public ,Financial Services , 34 years old , Santa Clara +19 more, 1k-5k Employees ,376 Reviews
585,Godrej Industries,4.1, Public ,FMCG , 60 years old , Mumbai +46 more, 1k-5k Employees ,376 Reviews
586,CIEL HR,4.1, Startup ,Recruitment , 8 years old , Bangalore +58 more, 501-1k Employees ,375 Reviews
587,Bharat Gears,4, Public ,Auto Components , 51 years old , Mumbai +15 more, 1k-5k Employees ,369 Reviews
588,Airports Authority of India,4.4, Central ,Aviation , 28 years old , Delhi/NCR +75 more, 10k-50k Employees ,368 Reviews
589,IRB Infrastructure,4.2, Public ,Engineering & Construction , 25 years old , Mumbai +46 more, 5k-10k Employees ,367 Reviews
590,Kirloskar Pneumatic,4.1, Public ,Industrial Machinery , 65 years old , Pune +11 more, 1k-5k Employees ,366 Reviews
591,Kissht Finance,3.9, Startup ,FinTech , 8 years old , Mumbai +54 more, 51-200 Employees ,366 Reviews
592,Jayaswal Neco Industries,4.1, Public ,Iron & Steel , 51 years old , Nagpur +20 more, 1k-5k Employees ,366 Reviews
593,VRL Logistics,3.9, Public ,Logistics , 40 years old , Hubballi +74 more, 10k-50k Employees ,364 Reviews
594,Usha Martin,4, Public ,Iron & Steel , 62 years old , Kolkata +26 more, 1k-5k Employees ,364 Reviews
595,Pennar Industries,3.7, Public ,Building Material , 35 years old , Hyderabad/Secunderabad +21 more, 1k-5k Employees ,364 Reviews
596,Testbook.com,3.6, Startup ,EdTech , 9 years old , Mumbai +17 more, 501-1k Employees ,364 Reviews
597,Kajaria Ceramics,4.1, Public ,Building Material , 38 years old , Delhi/NCR +58 more, 1k-5k Employees ,363 Reviews
598,Amber Enterprises India,4, Public ,Consumer Electronics & Appliances , 33 years old , Mumbai +24 more, 1k-5k Employees ,363 Reviews
599,Baroda Global Shared Services,3.8, Public ,Banking , 6 years old , Mumbai +58 more, 10k-50k Employees ,362 Reviews
600,Praj Industries,4.1, Public ,Engineering & Construction , 40 years old , Pune +13 more, 501-1k Employees ,361 Reviews
601,Sanghi Industries,3.5, Public ,Building Material , 38 years old , Ahmedabad +22 more, 201-500 Employees ,360 Reviews
602,RR kabel,4, Public ,Electrical Equipment , 28 years old , Mumbai +67 more, 501-1k Employees ,360 Reviews
603,Prince Pipes & Fittings,4.1, Public ,Building Material , 36 years old , Mumbai +39 more, 1k-5k Employees ,359 Reviews
604,Reliance Infrastructure,3.9, Public ,Power , 94 years old , Mumbai +45 more, 5k-10k Employees ,358 Reviews
605,Country Holidays Travel India,4.5, Startup ,Travel & Tourism , 1 years old , New Delhi +12 more, 201-500 Employees ,356 Reviews
606,Roop Polymers,4, Public ,Auto Components , 50 years old , Gurgaon/Gurugram +15 more, 1k-5k Employees ,355 Reviews
607,Satya MicroCapital,3.9, Public ,Financial Services , 7 years old , Delhi +100 more, 1k-5k Employees ,355 Reviews
608,Castrol,4.2, Public ,Chemicals / Agri Inputs , 124 years old , Pangbourne +79 more, 501-1k Employees ,355 Reviews
609,Sudarshan Chemical Industries,3.7, Public ,Chemicals , 72 years old , Pune +18 more, 501-1k Employees ,355 Reviews
610,Maersk Line,4.4, Public ,Logistics , 119 years old , Copenhagen +23 more, 201-500 Employees ,352 Reviews
611,Corteva Agriscience,4.3, Public ,Agriculture , 4 years old , Wilmington +62 more, 1k-5k Employees ,352 Reviews
612,N.C.L. Industries,3.8, Public ,Building Material , 43 years old , Hyderabad/Secunderabad +45 more, 501-1k Employees ,350 Reviews
613,Monte Carlo,4.1, Public ,Fashion & Textile , 39 years old , San Francisco +64 more, 201-500 Employees ,350 Reviews
614,Black Knight,3.5, Startup ,IT Services & Consulting , 9 years old , Jacksonville +3 more, 501-1k Employees ,347 Reviews
615,Vizag Steel,4, Public ,Iron & Steel , 52 years old , Visakhapatnam/Vizag +18 more, 10k-50k Employees ,346 Reviews
616,Sterling Holiday Resort,4, Public ,Hospitality , 37 years old , Chennai +51 more, 1k-5k Employees ,346 Reviews
617,Hindusthan National Glass,3.7, Public ,Packaging , 77 years old , Kolkata +19 more, 501-1k Employees ,345 Reviews
618,Freshworks,3.8, Public ,Software Product , 13 years old , San Mateo +20 more, 1k-5k Employees ,345 Reviews
619,Venky's,3.7, Public ,FMCG , 47 years old , Pune +59 more, 5k-10k Employees ,345 Reviews
620,Hindusthan National Glass,3.7, Public ,Packaging , 77 years old , Kolkata +19 more, 501-1k Employees ,345 Reviews
621,Shriram Housing Finance,3.7, Public ,Financial Services , 13 years old , Mumbai +100 more, 501-1k Employees ,343 Reviews
622,Sasken,3.6, Public ,IT Services & Consulting , 34 years old , Bangalore/Bengaluru +9 more, 1k-5k Employees ,342 Reviews
623,Lakme,4.2, Public ,Beauty & Personal Care , 43 years old , Mumbai +64 more, 201-500 Employees ,340 Reviews
624,Collegedunia,3.1, Startup ,EdTech , 9 years old , Gurgaon/Gurugram +13 more, 1k-5k Employees ,340 Reviews
625,Mahanagar Gas,4.2, Public ,Oil & Gas , 28 years old , Mumbai +20 more, 1k-5k Employees ,340 Reviews
626,Fortis Escorts Hospital,4, Public ,Healthcare , 35 years old , Delhi/NCR +15 more, 5k-10k Employees ,339 Reviews
627,Reshamandi,4.1, Startup ,Fashion & Textile , 3 years old , Bangalore +26 more, 501-1k Employees ,338 Reviews
628,Veritas Finance,4.2, Startup ,Internet , 8 years old , Chennai +122 more, 1k-5k Employees ,337 Reviews
629,Williams Lea,3.7, Public ,Recruitment , 203 years old , New York +12 more, 501-1k Employees ,336 Reviews
630,CRYSTAL CROP PROTECTION,3.8, Public ,Agro Chemicals , 43 years old , Delhi/NCR +57 more, 1k-5k Employees ,336 Reviews
631,QUICK HEAL TECHNOLOGIES,3.8, Public ,Software Product , 28 years old , Pune +36 more, 1k-5k Employees ,336 Reviews
632,QHTalbros,3.6, Public ,Auto Components , 37 years old , Gurgaon/Gurugram +15 more, 5k-10k Employees ,336 Reviews
633,Boeing,4, Public ,Aviation , 107 years old , Arlington +6 more, 1k-5k Employees ,336 Reviews
634,IDBI Intech,3.8, Central ,IT Services & Consulting , 23 years old , Navi Mumbai +21 more, 1k-5k Employees ,335 Reviews
635,Emerson Electric Co.,4.1, Public ,Industrial Machinery , 133 years old , St Louis +23 more, 5k-10k Employees ,335 Reviews
636,Aptech,3.7, Public ,Education & Training , 37 years old , Mumbai +67 more, 201-500 Employees ,334 Reviews
637,Srei Equipment Finance,4.4, Public ,Financial Services , 34 years old , Kolkata +74 more, 1k-5k Employees ,334 Reviews
638,Central Bank of India,3.8, Public ,Banking , 112 years old , Mumbai +81 more, 10k-50k Employees ,333 Reviews
639,Cogoport,3.7, Startup ,Internet , 7 years old , Mumbai +10 more, 51-200 Employees ,333 Reviews
640,Central Bank of India,3.8, Public ,Banking , 112 years old , Mumbai +81 more, 10k-50k Employees ,333 Reviews
641,TTK Healthcare,4.2, Public ,Healthcare , 95 years old , Chennai +61 more, 1k-5k Employees ,332 Reviews
642,Kaya Skin Clinic,4.1, Public ,Retail , 20 years old , Mumbai +34 more, 1k-5k Employees ,332 Reviews
643,Novartis Healthcare,4.2, Public ,Pharma , 27 years old , Mumbai +20 more, 5k-10k Employees ,332 Reviews
644,GTL Infrastructure,4.5, Public ,Hardware & Networking , 19 years old , Mumbai +40 more, 1k-5k Employees ,331 Reviews
645,Go First,3.4, Public ,Aviation , 18 years old , Mumbai +30 more, 1k-5k Employees ,330 Reviews
646,Gujarat Heavy Chemicals,3.9, Public ,Chemicals , 40 years old , Noida +20 more, 1k-5k Employees ,330 Reviews
647,Federal Mogul Goetze,4.1, Public ,Auto Components , 69 years old , Gurgaon/Gurugram +26 more, 1k-5k Employees ,329 Reviews
648,Solara Active Pharma Sciences,3.7, Public ,Pharma , 5 years old , Chennai +13 more, 1k-5k Employees ,329 Reviews
649,PC Jewellers,3.8, Public ,Metals & Mining , 18 years old , Delhi/NCR +63 more, 1k-5k Employees ,328 Reviews
650,Lido Learning,2.1, Startup ,EdTech , 4 years old , Mumbai +16 more, 201-500 Employees ,328 Reviews
651,Philips Innovation Campus,4, Public ,Healthcare , 25 years old , Amsterdam +12 more, 1k-5k Employees ,326 Reviews
652,Siyaram Silk Mills,4, Public ,Fashion & Textile , 45 years old , Mumbai +30 more, 1k-5k Employees ,325 Reviews
653,Radico Khaitan,4, Public ,Beverage , 80 years old , Delhi/NCR +49 more, 201-500 Employees ,324 Reviews
654,South Indian Bank,3.7, Public ,Banking , 94 years old , Thrissur/Trichur +57 more, 1k-5k Employees ,324 Reviews
655,NICE,3.9, Public ,Software Product , 37 years old , Pune +13 more, 1k-5k Employees ,323 Reviews
656,Tata International,3.9, Public ,Import & Export , 61 years old , Mumbai +34 more, 1k-5k Employees ,323 Reviews
657,Reliance Smart,4.1, Public ,Retail , 17 years old , Mumbai +134 more, 5k-10k Employees ,323 Reviews
658,Jindal Poly Films,3.5, Public ,Packaging , 49 years old , Delhi/NCR +7 more, 1k-5k Employees ,322 Reviews
659,Vindhya Telelinks,4.1, Public ,Hardware & Networking , 40 years old , Delhi/NCR +46 more, 501-1k Employees ,322 Reviews
660,Five-star Business Finance,4.3, Public ,NBFC , 39 years old , Chennai +125 more, 5k-10k Employees ,322 Reviews
661,Uppcl,4, Public ,Power , 24 years old , Lucknow +68 more, 10k-50k Employees ,322 Reviews
662,Toothsi,2.7, Startup ,Internet , 5 years old , Mumbai +13 more, 501-1k Employees ,322 Reviews
663,Evelyn Learning Systems,3.9, Startup ,EdTech , 10 years old , Delhi/NCR +8 more, 201-500 Employees ,321 Reviews
664,Aksentt Tech Services,4.8, Public ,Telecom , 16 years old , Mumbai +8 more, 1k-5k Employees ,321 Reviews
665,Jtekt Sona Automotive India,4.1, Public ,Auto Components , 16 years old , Gurgaon/Gurugram +15 more, 51-200 Employees ,320 Reviews
666,Emaar MGF,3.8, Public ,Real Estate , 18 years old , Delhi/NCR +15 more, 501-1k Employees ,318 Reviews
667,Flamingo Pharmaceuticals,3.3, Public ,Pharma , 38 years old , Mumbai +9 more, 501-1k Employees ,318 Reviews
668,Ather Energy,4, Startup ,Automobile , 10 years old , Bangalore +22 more, 1k-5k Employees ,318 Reviews
