Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
1712,Astec LifeSciences,3.7, Public ,Agro Chemicals , 29 years old , Mumbai +4 more, 201-500 Employees ,94 Reviews
1713,Saurashtra Chemicals,4, Public ,Chemicals ,73 years, Porbandar +5 more, 1k-5k Employees ,94 Reviews
1714,Astec LifeSciences,3.7, Public ,Agro Chemicals , 29 years old , Mumbai +4 more, 201-500 Employees ,94 Reviews
1715,Gail Gas,4.1, Central ,Oil & Gas , 15 years old , Noida +21 more, 1k-5k Employees ,94 Reviews
1716,Bhartiya International,4, Public ,Fashion & Textile , 36 years old , Gurgaon/Gurugram +9 more, 201-500 Employees ,94 Reviews
1717,Aries Agro,3.9, Public ,Agro Chemicals , 54 years old , Mumbai +20 more, 501-1k Employees ,94 Reviews
1718,Godrej Tyson Food,4.2, Public ,Food Processing , 15 years old , Mumbai +19 more, 201-500 Employees ,94 Reviews
1719,Minda Kyoraku,3.7, Public ,Automobile , 15 years old , Gurugram +9 more, 51-200 Employees ,94 Reviews
1720,Andhra Paper,3.8, Public ,Pulp & Paper , 59 years old , Hyderabad/Secunderabad +7 more, 1k-5k Employees ,94 Reviews
1721,Healthplix Technologies,3.6, Startup ,Fitness & Wellness , 9 years old , Bangalore +15 more, 51-200 Employees ,94 Reviews
1722,Aptonline,4.1, Public ,IT Services & Consulting , 21 years old , Hyderabad +3 more, 201-500 Employees ,94 Reviews
1723,Aamby Valley City,4.3, Public ,Real Estate , 20 years old , Pune +7 more, 1k-5k Employees ,93 Reviews
1724,Salasar Techno Engineering,3.8, Public ,Iron & Steel , 17 years old , New Delhi +15 more, 51-200 Employees ,93 Reviews
1725,The MobileStore,4.3, Public ,Internet , 17 years old , Mumbai +23 more, 501-1k Employees ,93 Reviews
1726,UTI Technology Services,3.4, Public ,IT Services & Consulting , 30 years old , Mumbai +11 more, 1k-5k Employees ,93 Reviews
1727,Finecure Pharmaceuticals,3.7, Public ,Pharma , 18 years old , Ahmedabad +5 more, 201-500 Employees ,93 Reviews
1728,Finecure Pharmaceuticals,3.7, Public ,Pharma , 18 years old , Ahmedabad +5 more, 201-500 Employees ,93 Reviews
1729,Department of Agriculture,4, Public ,Agriculture , 76 years old , Delhi/NCR +43 more, 10k-50k Employees ,93 Reviews
1730,Kotak Mahindra General Insurance,4.2, Public ,Insurance , 8 years old , Mumbai +26 more, 501-1k Employees ,93 Reviews
1731,The MobileStore,4.3, Public ,Internet , 17 years old , Mumbai +23 more, 501-1k Employees ,93 Reviews
1732,Gulshan Polyols,3.5, Public ,Chemicals , 23 years old , Muzaffarnagar +8 more, 501-1k Employees ,92 Reviews
1733,Hero Future Energies,4.2, Startup ,Power , 11 years old , Delhi +2 more, 201-500 Employees ,92 Reviews
1734,Tata Mutual Fund,3.3, Public ,Financial Services , 29 years old , Mumbai +30 more, 201-500 Employees ,92 Reviews
1735,GSPL,3.7, Public ,Oil & Gas , 44 years old , Gandhinagar +24 more, 1k-5k Employees ,92 Reviews
1736,BSF,4.4, Public ,Defence & Aerospace , 58 years old , New Delhi +25 more, 1-10 Employees ,92 Reviews
1737,Deccan Cements,4.3, Public ,Building Material , 44 years old , Hyderabad +9 more, 501-1k Employees ,92 Reviews
1738,Salzer Electronics,3.6, Public ,Electrical Equipment , 38 years old , Coimbatore +6 more, 201-500 Employees ,92 Reviews
1739,Tata Mutual Fund,3.3, Public ,Financial Services , 29 years old , Mumbai +30 more, 201-500 Employees ,92 Reviews
1740,Gulshan Polyols,3.5, Public ,Chemicals , 23 years old , Muzaffarnagar +8 more, 501-1k Employees ,92 Reviews
1741,Deccan Cements,4.3, Public ,Building Material , 44 years old , Hyderabad +9 more, 501-1k Employees ,92 Reviews
1742,Hero Future Energies,4.2, Startup ,Power , 11 years old , Delhi +2 more, 201-500 Employees ,92 Reviews
1743,Ok Play,3.6, Public ,Industrial Machinery , 30 years old , Delhi/NCR +17 more, 51-200 Employees ,92 Reviews
1744,Indo Gulf Fertilisers,4.6, Public ,Agro Chemicals , 20 years old , Port Harcourt +15 more, 51-200 Employees ,91 Reviews
1745,Kewal Kiran Clothing,3.9, Public ,Fashion & Textile , 42 years old , Mumbai +20 more, 1k-5k Employees ,91 Reviews
1746,Modern Insulators,3.8, Public ,Electrical Equipment , 38 years old , Sirohi +6 more, 501-1k Employees ,91 Reviews
1747,The West Coast Paper Mills,3.7, Public ,Pulp & Paper , 68 years old , Kolkata +7 more, 201-500 Employees ,91 Reviews
1748,Milky Mist Dairy Food,3.5, Startup ,Internet , 9 years old , Erode +20 more, 501-1k Employees ,91 Reviews
1749,ZunRoof Tech,3.4, Startup ,Power , 7 years old , Gurgaon +7 more, 51-200 Employees ,91 Reviews
1750,Milky Mist Dairy Food,3.5, Startup ,Internet , 9 years old , Erode +20 more, 501-1k Employees ,91 Reviews
1751,Park Plus,2.9, Startup ,Internet , 4 years old , Gurgaon +12 more, 201-500 Employees ,91 Reviews
1752,Gensol Engineering,4.2, Public ,Power , 16 years old , Ahmedabad +13 more, 51-200 Employees ,91 Reviews
1753,thinkbridge,4.2, Startup ,Software Product , 9 years old , Austin +5 more, 201-500 Employees ,91 Reviews
1754,ZunRoof Tech,3.4, Startup ,Power , 7 years old , Gurgaon +7 more, 51-200 Employees ,91 Reviews
1755,Transpek-silox Industry,4.2, Public ,Chemicals , 22 years old , Vadodara/Baroda +4 more, 201-500 Employees ,90 Reviews
1756,Kapston Facilities Management,3.3, Public ,Facility Management Services , 14 years old , Hyderabad +17 more, 501-1k Employees ,90 Reviews
1757,Western Coalfields,4.4, Public ,Metals & Mining , 48 years old , Nagpur +12 more, 10k-50k Employees ,90 Reviews
1758,Sicagen,4.2, Public ,Building Material , 19 years old , Chennai +23 more, 501-1k Employees ,90 Reviews
1759,Ansal Housing & Construction,3.4, Public ,Real Estate , 40 years old , Delhi/NCR +12 more, 201-500 Employees ,90 Reviews
1760,Setco Automotive,3.7, Public ,Auto Components , 41 years old , Mumbai +11 more, 501-1k Employees ,90 Reviews
1761,Jash Engineering,4.2, Public ,Engineering & Construction , 75 years old , Indore +2 more, 51-200 Employees ,90 Reviews
1762,Numeric Power Systems,4.3, Public ,Electronics Manufacturing , 39 years old , Chennai +28 more, 5k-10k Employees ,90 Reviews
1763,Transpek-silox Industry,4.2, Public ,Chemicals , 22 years old , Vadodara/Baroda +4 more, 201-500 Employees ,90 Reviews
1764,Setco Automotive,3.7, Public ,Auto Components , 41 years old , Mumbai +11 more, 501-1k Employees ,90 Reviews
1765,Kapston Facilities Management,3.3, Public ,Facility Management Services , 14 years old , Hyderabad +17 more, 501-1k Employees ,90 Reviews
1766,Sicagen,4.2, Public ,Building Material , 19 years old , Chennai +23 more, 501-1k Employees ,90 Reviews
1767,Gnrc Hospital,3.7, Public ,Healthcare , 36 years old , Guwahati +5 more, 501-1k Employees ,90 Reviews
1768,Airproducts,4, Public ,Chemicals , 83 years old , Trexlertown +4 more, 501-1k Employees ,90 Reviews
1769,Moving Picture Company,4.1, Public ,Media & Entertainment , 53 years old , London +7 more, 1k-5k Employees (Global) ,89 Reviews
1770,Vijaya Bank,4.2, Public ,Banking , 92 years old , Bangalore/Bengaluru +27 more, 10k-50k Employees ,89 Reviews
1771,Gruh Finance,4.1, Public ,Financial Services , 35 years old , Ahmedabad +44 more, 501-1k Employees ,89 Reviews
1772,Excel Crop Care,4, Public ,Agro Chemicals , 59 years old , Mumbai +15 more, 1k-5k Employees ,89 Reviews
1773,Rasandik Engineering Industries India,3.1, Public ,Auto Components , 37 years old , Delhi/NCR +8 more, 1k-5k Employees ,89 Reviews
1774,Gruh Finance,4.1, Public ,Financial Services , 35 years old , Ahmedabad +44 more, 501-1k Employees ,89 Reviews
1775,KDDL,4.1, Public ,Metals & Mining , 42 years old , Chandigarh +6 more, 501-1k Employees ,88 Reviews
1776,Awfis,4, Startup ,Real Estate , 8 years old , Delhi +12 more, 501-1k Employees ,88 Reviews
1777,JSW Ispat Steel,4, Public ,Iron & Steel , 39 years old , Nagpur +15 more, 501-1k Employees ,88 Reviews
1778,Petronet LNG,4.5, Public ,Oil & Gas , 25 years old , Delhi/NCR +6 more, 501-1k Employees ,88 Reviews
1779,Junglee Games,3.8, Startup ,IT Services & Consulting , 11 years old , Delhi +5 more, 201-500 Employees ,88 Reviews
1780,JSW Ispat Steel,4, Public ,Iron & Steel , 39 years old , Nagpur +15 more, 501-1k Employees ,88 Reviews
1781,KDDL,4.1, Public ,Metals & Mining , 42 years old , Chandigarh +6 more, 501-1k Employees ,88 Reviews
1782,Oaknorth Bank,3.2, Startup ,Banking , 8 years old , Gurgaon/Gurugram +2 more, 51-200 Employees ,88 Reviews
1783,Delhi Institute of Digital Marketing (DIDM),4.2, Startup ,Education & Training , 9 years old , New Delhi +5 more, 51-200 Employees ,88 Reviews
1784,Hotstar,3.6, Startup ,Internet , 8 years old , Mumbai +6 more, 501-1k Employees (Global) ,88 Reviews
1785,Sun Mobility,3.8, Startup ,Auto Components , 6 years old , Bengaluru/Bangalore +4 more, 11-50 Employees ,88 Reviews
1786,Dai Ichi,3.4, Public ,Chemicals , 63 years old , Mumbai +9 more, 501-1k Employees ,87 Reviews
1787,Xoxoday,3.9, Startup ,Software Product , 11 years old , Bangalore +5 more, 51-200 Employees ,87 Reviews
1788,Aditya Birla Chemicals,3.8, Public ,Chemicals , 39 years old , Mumbai +15 more, 201-500 Employees ,87 Reviews
1789,Aditya Birla Chemicals,3.8, Public ,Chemicals , 39 years old , Mumbai +15 more, 201-500 Employees ,87 Reviews
1790,Gracenote,3.9, Public ,Media & Entertainment , 25 years old , Emeryville +2 more, 501-1k Employees ,87 Reviews
1791,Dai Ichi,3.4, Public ,Chemicals , 63 years old , Mumbai +9 more, 501-1k Employees ,87 Reviews
1792,Indostar Home Finance,4.3, Public ,Financial Services , 7 years old , Mumbai +44 more, 51-200 Employees ,87 Reviews
1793,Paytm Money,3.9, Public ,FinTech , 6 years old , Noida +17 more, 11-50 Employees ,87 Reviews
1794,IPL Biologicals,3.6, Public ,Agriculture , 29 years old , Gurgaon +14 more, 501-1k Employees ,87 Reviews
1795,Softtech Engineers,3.4, Public ,IT Services & Consulting , 27 years old , Pune +19 more, 51-200 Employees ,86 Reviews
1796,Karnataka Power Transmission Corporation,4.2, State ,Power , 24 years old , Bengaluru +25 more, 10k-50k Employees ,86 Reviews
1797,Avanti Learning Centres,3.7, Startup ,Education & Training , 11 years old , Mumbai +18 more, 201-500 Employees ,86 Reviews
1798,RAKBANK,3.6, Public ,Banking , 47 years old , Ras al Khaimah +5 more, 1k-5k Employees (Global) ,86 Reviews
1799,Emmbi Industries,3.8, Public ,Packaging , 29 years old , Mumbai +6 more, 201-500 Employees ,86 Reviews
1800,20 Microns,3.9, Public ,Chemicals , 36 years old , Vadodara +7 more, 201-500 Employees ,86 Reviews
1801,IRIS Business Services,4.2, Public ,IT Services & Consulting , 29 years old , Navi Mumbai +5 more, 201-500 Employees ,86 Reviews
1802,New India Co-Op Bank,3.4, Public ,Banking , 55 years old , Mumbai +6 more, 11-50 Employees ,86 Reviews
1803,Marc Laboratories,3.3, Public ,Healthcare , 37 years old , Lucknow +17 more, 1k-5k Employees ,86 Reviews
1804,LIC Mutual Fund,3.9, Public ,Financial Services , 34 years old , Mumbai +31 more, 501-1k Employees (Global) ,86 Reviews
1805,Drip Capital,4.2, Startup ,FinTech , 9 years old , Palo Alto +3 more, 201-500 Employees ,86 Reviews
1806,MASAI School,4.3, Startup ,EdTech , 4 years old , Bangalore +2 more, 201-500 Employees ,86 Reviews
1807,Pagarbook,4.1, Startup ,Software Product , 4 years old , Bangalore +18 more, 51-200 Employees ,86 Reviews
1808,Mawana Sugars,4.2, Public ,Food Processing , 62 years old , Gurgaon/Gurugram +6 more, 1k-5k Employees ,86 Reviews
1809,NCL BUILDTEK,3.9, Public ,Building Material , 53 years old , Hyderabad/Secunderabad +20 more, 501-1k Employees ,86 Reviews
1810,NELCAST,3.5, Public ,Iron & Steel , 41 years old , Chennai +5 more, 501-1k Employees ,85 Reviews
1811,Dhanlaxmi Bank,4.2, Public ,Banking , 96 years old , Thrissur/Trichur +28 more, 1k-5k Employees ,85 Reviews
1812,Unity Infraprojects,3.1, Public ,Engineering & Construction , 44 years old , Mumbai +14 more, 501-1k Employees ,85 Reviews
1813,Rotex,3.8, Public ,Auto Components , 56 years old , Mumbai +9 more, 201-500 Employees ,85 Reviews
1814,Artson Engineering,3.9, Public ,Engineering & Construction , 45 years old , Hyderabad/Secunderabad +11 more, 201-500 Employees ,85 Reviews
1815,KapitalTech,4.2, Public ,Financial Services , 9 years old , Mumbai +29 more, 201-500 Employees ,85 Reviews
1816,K.R.Pulp & Papers,3.9, Public ,Pulp & Paper , 28 years old , Shahjahanpur +3 more, 201-500 Employees ,85 Reviews
1817,SAIL Bokaro Steel Plant,4, Public ,Iron & Steel , 59 years old , Bokaro Steel City +5 more, 10k-50k Employees ,85 Reviews
1818,Artson Engineering,3.9, Public ,Engineering & Construction , 45 years old , Hyderabad/Secunderabad +11 more, 201-500 Employees ,85 Reviews
1819,TPI Composites,4.2, Public ,Industrial Machinery , 55 years old , Scottsdale +3 more, 501-1k Employees ,85 Reviews
1820,Jawed Habib Hair & Beauty,4.2, Public ,Retail , 17 years old , Mumbai +24 more, 1k-5k Employees ,85 Reviews
1821,ICSIL,4.4, Public ,Telecom , 39 years old , New Delhi +1 more, 1-10 Employees ,84 Reviews
1822,Gadgetwood Eservices,3.5, Startup ,IT Services & Consulting , 10 years old , New Delhi +8 more, 51-200 Employees ,84 Reviews
1823,Ecolab Food Safety & Hygiene Solutions,3.8, Public ,Chemicals , 100 years old , Pune +8 more, 51-200 Employees ,84 Reviews
1824,Rotork Controls,3.7, Public ,Industrial Machinery , 66 years old , Chennai +12 more, 201-500 Employees ,84 Reviews
1825,Elysium Pharmaceuticals,3.2, Public ,Pharma , 27 years old , Vadodara +2 more, 51-200 Employees ,84 Reviews
1826,Roto Pumps,3.8, Public ,Industrial Machinery , 55 years old , Noida +5 more, 201-500 Employees ,84 Reviews
1827,Nath Bio - Genes,4.1, Public ,Agro Chemicals , 44 years old , Aurangabad +14 more, 501-1k Employees ,84 Reviews
1828,Jindal Water Infrastructure,4.2, Public ,Waste Management , 17 years old , New Delhi +16 more, 1k-5k Employees (Global) ,84 Reviews
1829,Apcotex Industries,3.7, Public ,Chemicals , 43 years old , Mumbai +8 more, 201-500 Employees ,84 Reviews
1830,Star Paper Mills,3.7, Public ,Pulp & Paper , 85 years old , Kolkata +4 more, 1k-5k Employees ,84 Reviews
1831,KhataBook,3.8, Startup ,FinTech , 5 years old , Bangalore +13 more, 51-200 Employees ,84 Reviews
1832,ITL Industries,3.4, Public ,Industrial Machinery , 38 years old , Indore +8 more, 51-200 Employees ,83 Reviews
1833,Hemani Industries,3.8, Public ,Agro Chemicals , 31 years old , Mumbai +5 more, 1k-5k Employees ,83 Reviews
1834,Acrysil,3.9, Public ,Building Material , 36 years old , Bhavnagar +6 more, 201-500 Employees ,83 Reviews
1835,Cytecare Cancer Hospital,4.7, Startup ,Healthcare , 9 years old , Bangalore +1 more, 201-500 Employees ,83 Reviews
1836,Uttam Sugar Mills,3.6, Public ,Food Processing , 30 years old , Noida +15 more, 1k-5k Employees ,83 Reviews
1837,Arkad Engineering and Construction Co.,3.2, Public ,Engineering & Construction , 12 years old , Al Khobar +5 more, 5k-10k Employees (Global) ,83 Reviews
1838,Acrysil,3.9, Public ,Building Material , 36 years old , Bhavnagar +6 more, 201-500 Employees ,83 Reviews
1839,ATS Homekraft,4, Startup ,Real Estate , 5 years old , Noida +4 more, 201-500 Employees ,83 Reviews
1840,Turito,3.5, Startup ,EdTech ,4 years, Hyderabad +3 more, 201-500 Employees ,83 Reviews
1841,Equifax,3.6, Public ,IT Services & Consulting , 13 years old , Atlanta +6 more, 201-500 Employees ,83 Reviews
1842,MahaOnline,4.6, Public ,IT Services & Consulting , 13 years old , Mumbai +19 more, 501-1k Employees (Global) ,82 Reviews
1843,Aptronix - Apple Premium Reseller,3.8, Public ,Electrical Equipment , 12 years old , Hyderabad +13 more, 201-500 Employees ,82 Reviews
1844,Shreem Electrics,3.7, Public ,Electrical Equipment , 47 years old , Kolhapur +19 more, 501-1k Employees ,82 Reviews
1845,Sharda Cropchem,4.3, Public ,Chemicals , 36 years old , Mumbai +8 more, 201-500 Employees ,82 Reviews
1846,City Corporation Ltd (Amanora),4.3, Public ,Real Estate , 20 years old , Pune +7 more, 201-500 Employees ,82 Reviews
1847,JCBL,3.1, Public ,Auto Components , 34 years old , Mohali +9 more, 1k-5k Employees ,82 Reviews
1848,Manali Petrochemicals,3.8, Public ,Chemicals , 37 years old , Chennai +4 more, 501-1k Employees ,82 Reviews
1849,Nandan Petrochem,3.6, Public ,Petrochemicals , 31 years old , Mumbai +13 more, 201-500 Employees ,82 Reviews
1850,Tide Water Oil,4, Public ,Chemicals / Agri Inputs , 95 years old , Kolkata +23 more, 501-1k Employees ,82 Reviews
1851,Manali Petrochemicals,3.8, Public ,Chemicals , 37 years old , Chennai +4 more, 501-1k Employees ,82 Reviews
1852,Sharda Cropchem,4.3, Public ,Chemicals , 36 years old , Mumbai +8 more, 201-500 Employees ,82 Reviews
1853,Srg Housing Finance,3.7, Public ,NBFC , 24 years old , Udaipur +24 more, 201-500 Employees ,81 Reviews
1854,Tilaknagar Industries Ltd.,3.8, Public ,Beverage , 90 years old , Mumbai +10 more, 201-500 Employees ,81 Reviews
1855,SoCoMo Technologies,3.4, Startup ,Internet , 9 years old , Chandigarh +18 more, 51-200 Employees ,81 Reviews
1856,Shinhan Bank,3.2, Public ,Banking , 41 years old , Mumbai +8 more, 51-200 Employees ,81 Reviews
1857,Government of Madhya Pradesh,3.7, State ,Government , 67 years old , Bhopal +29 more, 1 Lakh+ Employees ,81 Reviews
1858,Affordable Robotic and Automation,3.8, Public ,IT Services & Consulting , 18 years old , Pune +1 more, 201-500 Employees ,81 Reviews
1859,Kerry Ingredients,3.8, Public ,Food Processing , 51 years old , Tralee +8 more, 201-500 Employees ,81 Reviews
1860,Springworks,4.5, Startup ,Internet , 9 years old , Bengaluru/Bangalore +5 more, 201-500 Employees ,81 Reviews
1861,Waah Jobs,4.2, Startup ,Internet , 8 years old , Bangalore +12 more, 1-10 Employees ,81 Reviews
1862,Hindustan Copper,4.2, Public ,Metals & Mining , 56 years old , Kolkata +7 more, 1k-5k Employees ,80 Reviews
1863,Elsevier,4.5, Public ,Printing & Publishing , 143 years old , Amsterdam +5 more, 1k-5k Employees ,80 Reviews
1864,SKS POWER GENERATION,3.3, Public ,Power , 15 years old , Mumbai +11 more, 201-500 Employees ,80 Reviews
1865,Harsha Toyota,4.1, Public ,Automobile , 86 years old , Hyderabad +7 more, 201-500 Employees (Global) ,80 Reviews
1866,Elsevier,4.5, Public ,Printing & Publishing , 143 years old , Amsterdam +5 more, 1k-5k Employees ,80 Reviews
1867,DiGiSPICE,3.4, Public ,Hardware & Networking , 23 years old , Noida +9 more, 501-1k Employees ,80 Reviews
1868,Infibeam Avenues,3.6, Public ,IT Services & Consulting , 16 years old , Gandhinagar +8 more, 501-1k Employees ,80 Reviews
1869,DCM Infotech,3.2, Public ,IT Services & Consulting , 30 years old , Gurgaon/Gurugram +9 more, 51-200 Employees ,80 Reviews
1870,Dtwelve Spaces,3.3, Startup ,Real Estate , 6 years old , Delhi/NCR +18 more, 1k-5k Employees ,80 Reviews
1871,Kanerika Software,4.5, Startup ,IT Services & Consulting , 8 years old , Hyderabad/Secunderabad +2 more, 51-200 Employees ,79 Reviews
1872,Mahanagar Telephone Nigam,4.1, Public ,Telecom , 37 years old , New Delhi +8 more, 10k-50k Employees ,79 Reviews
1873,Sanghvi Movers,4, Public ,BPO , 34 years old , Pune +10 more, 1k-5k Employees ,79 Reviews
1874,Kanerika Software,4.5, Startup ,IT Services & Consulting , 8 years old , Hyderabad/Secunderabad +2 more, 51-200 Employees ,79 Reviews
1875,Sanghvi Movers,4, Public ,BPO , 34 years old , Pune +10 more, 1k-5k Employees ,79 Reviews
1876,ROI NET Solution,4.5, Startup ,FinTech , 11 years old , Gurgaon +20 more, 51-200 Employees ,79 Reviews
1877,C & C Constructions,4, Public ,Engineering & Construction , 27 years old , Gurgaon +16 more, 201-500 Employees ,79 Reviews
1878,Mahanagar Telephone Nigam,4.1, Public ,Telecom , 37 years old , New Delhi +8 more, 10k-50k Employees ,79 Reviews
1879,Mumbai District Central Co-operative Bank,4.5, Public ,Banking , 48 years old , Mumbai +5 more, 5k-10k Employees ,79 Reviews
1880,ROI NET Solution,4.5, Startup ,FinTech , 11 years old , Gurgaon/Gurugram +20 more, 51-200 Employees ,79 Reviews
1881,STANPLUS TECHNOLOGIES,3.2, Startup ,Healthcare , 7 years old , Hyderabad +16 more, 11-50 Employees ,79 Reviews
1882,BSL,3.9, Public ,Fashion & Textile , 52 years old , Bhilwara +15 more, 1k-5k Employees ,78 Reviews
1883,EIH,4.3, Public ,Hospitality , 74 years old , Delhi/NCR +9 more, 5k-10k Employees ,78 Reviews
1884,Voltamp Transformers,3.4, Public ,Electrical Equipment , 60 years old , Vadodara/Baroda +11 more, 501-1k Employees ,78 Reviews
1885,Viney Corporation,3.6, Public ,Auto Components , 34 years old , Sonipat +9 more, 501-1k Employees ,78 Reviews
1886,Kirloskar Ebara Pumps,3.7, Public ,Industrial Machinery , 35 years old , Pune +5 more, 201-500 Employees ,78 Reviews
1887,BSL,3.9, Public ,Fashion & Textile , 52 years old , Bhilwara +15 more, 1k-5k Employees ,78 Reviews
1888,Duncans Industries,4, Public ,Food Processing , 164 years old , Kolkata +24 more, 51-200 Employees ,78 Reviews
1889,EIH,4.3, Public ,Hospitality , 74 years old , Delhi/NCR +9 more, 5k-10k Employees ,78 Reviews
1890,Government Of Tamilnadu,3.9, State ,Government , 73 years old , Chennai +21 more, 1k-5k Employees ,78 Reviews
1891,Duncans Industries,4, Public ,Food Processing , 164 years old , Kolkata +24 more, 51-200 Employees ,78 Reviews
1892,Viney Corporation,3.6, Public ,Auto Components , 34 years old , Sonipat +9 more, 501-1k Employees ,78 Reviews
1893,Bijnis,4, Startup ,Internet , 9 years old , Delhi +14 more, 51-200 Employees ,78 Reviews
1894,FloBiz,3.6, Startup ,IT Services & Consulting , 4 years old , Bangalore +16 more, 51-200 Employees ,78 Reviews
1895,Sparsh BPO Services,3.9, Public ,BPO , 45 years old , Mumbai +18 more, 10k-50k Employees ,77 Reviews
1896,Srikalahasthi Pipes,3.9, Public ,Metals & Mining , 32 years old , Chittoor +4 more, 1k-5k Employees ,77 Reviews
1897,MIC Electronics,3.8, Public ,Consumer Electronics & Appliances , 35 years old , Hyderabad +21 more, 201-500 Employees ,77 Reviews
1898,Simbhaoli Sugars,3.5, Public ,Food Processing , 90 years old , Noida +10 more, 1k-5k Employees ,77 Reviews
1899,Tamil Nadu Electricity Board,4.1, State ,Power , 66 years old , Chennai +16 more, 5k-10k Employees (Global) ,77 Reviews
1900,Sree Metaliks,4.1, Public ,Industrial Machinery , 28 years old , Kolkata +9 more, 51-200 Employees ,77 Reviews
1901,JMT Auto,4.1, Public ,Auto Components , 36 years old , Jamshedpur +5 more, 501-1k Employees ,77 Reviews
1902,Ineos Styrolution,4.4, Public ,Chemicals / Agri Inputs , 50 years old , Vadodara/Baroda +6 more, 1k-5k Employees ,77 Reviews
1903,Srikalahasthi Pipes,3.9, Public ,Metals & Mining , 32 years old , Chittoor +4 more, 1k-5k Employees ,77 Reviews
1904,Miraj Entertainment,3.9, Public ,Media & Entertainment , 15 years old , Mumbai +26 more, 51-200 Employees ,77 Reviews
1905,Sparsh BPO Services,3.9, Public ,BPO , 45 years old , Mumbai +18 more, 10k-50k Employees ,77 Reviews
1906,Enkei Wheels India,4.4, Public ,Auto Components , 14 years old , Pune +2 more, 201-500 Employees ,77 Reviews
1907,Railrestro.com,4.8, Startup ,Internet , 8 years old , Patna +1 more, 51-200 Employees ,77 Reviews
1908,Medikabazaar,3.3, Startup ,Medical Equipment , 9 years old , Mumbai +12 more, 501-1k Employees ,77 Reviews
1909,Batliboi,4, Public ,Industrial Machinery , 131 years old , Mumbai +13 more, 501-1k Employees ,77 Reviews
1910,Miraj Entertainment,3.9, Public ,Media & Entertainment , 15 years old , Mumbai +26 more, 51-200 Employees ,77 Reviews
1911,Batliboi,4, Public ,Industrial Machinery , 131 years old , Mumbai +13 more, 501-1k Employees ,77 Reviews
1912,yellow.ai,3.3, Startup ,Software Product , 7 years old , San Mateo +3 more, 501-1k Employees ,77 Reviews
1913,Lentra AI,3.1, Startup ,Internet , 5 years old , Mumbai +1 more, 201-500 Employees ,77 Reviews
1914,Universal Cables,4, Public ,Building Material , 61 years old , Satna +10 more, 1k-5k Employees ,76 Reviews
1915,Melorra,3.5, Startup ,Internet , 8 years old , Bangalore +11 more, 201-500 Employees ,76 Reviews
1916,Varrsana Ispat,3.4, Public ,Engineering & Construction , 23 years old , New Delhi +5 more, 501-1k Employees ,76 Reviews
1917,Brady Corporation,4.2, Public ,Printing & Publishing , 109 years old , Milwaukee +7 more, 5k-10k Employees (Global) ,76 Reviews
1918,Tv18 Broadcast,4.1, Public ,Media & Entertainment , 27 years old , Mumbai +18 more, 1k-5k Employees ,76 Reviews
1919,Universal Cables,4, Public ,Building Material , 61 years old , Satna +10 more, 1k-5k Employees ,76 Reviews
1920,Leena AI,3.8, Startup ,Software Product , 8 years old , Gurgaon +4 more, 201-500 Employees ,76 Reviews
1921,VisAI Labs,4.8, Startup ,Software Product , 5 years old , Chennai +1 more, 51-200 Employees ,76 Reviews
1922,Ami Organics,3.9, Public ,Pharma , 16 years old , Surat +1 more, 201-500 Employees ,75 Reviews
1923,Bikaji Foods,3.8, Public ,FMCG , 36 years old , Bikaner +16 more, 1k-5k Employees ,75 Reviews
1924,Loyal Textile Mills,3.4, Public ,Fashion & Textile , 77 years old , Chennai +6 more, 1k-5k Employees ,75 Reviews
1925,Wishup,4.3, Startup ,Financial Services , 8 years old , Delhi +3 more, 11-50 Employees ,75 Reviews
1926,Sun Pharma Advanced Research Company,4.1, Public ,Pharma , 17 years old , Mumbai +9 more, 201-500 Employees ,75 Reviews
1927,Loyal Textile Mills,3.4, Public ,Fashion & Textile , 77 years old , Chennai +6 more, 1k-5k Employees ,75 Reviews
1928,Remsons Industries,3.8, Public ,Auto Components , 64 years old , Mumbai +6 more, 51-200 Employees ,75 Reviews
1929,Bsa Corporation,3.8, Public ,Auto Components , 23 years old , Sawardari +13 more, 10k-50k Employees ,75 Reviews
1930,Ami Organics,3.9, Public ,Pharma , 16 years old , Surat +1 more, 201-500 Employees ,75 Reviews
1931,Bikaji Foods,3.8, Public ,FMCG , 36 years old , Bikaner +16 more, 1k-5k Employees ,75 Reviews
1932,Kabra Extrusion Technik,3.9, Public ,Industrial Machinery , 61 years old , Mumbai +8 more, 501-1k Employees ,75 Reviews
1933,Gramophone,3.5, Startup ,Agriculture , 7 years old , Indore +12 more, 201-500 Employees ,75 Reviews
1934,Wishup,4.3, Startup ,Financial Services , 8 years old , Delhi +3 more, 11-50 Employees ,75 Reviews
1935,Gramophone,3.5, Startup ,Agriculture , 7 years old , Indore +12 more, 201-500 Employees ,75 Reviews
1936,Scott Edil Pharmacia,3.4, Public ,Pharma , 27 years old , Chandigarh +2 more, 51-200 Employees ,74 Reviews
1937,Money View,3.7, Startup ,Financial Services , 9 years old , Bangalore +7 more, 51-200 Employees ,74 Reviews
1938,PPS International,4.3, Public ,Industrial Machinery , 20 years old , Greater Noida +7 more, 1-10 Employees ,74 Reviews
1939,Dynamic Engineering,3.5, Public ,Industrial Machinery , 41 years old , Houston +22 more, 51-200 Employees ,74 Reviews
